,Demand,Solar,Wind,Hydro
10-02 09:00:00+02:00,6886.450437,1841.3,19.73,466.8
10-02 10:00:00+02:00,7238.686706,2142.5,69.23,611.4
10-02 11:00:00+02:00,7530.282895,2218.2,9.92,729.6
10-02 12:00:00+02:00,7781.245348,2161,63.72,770.2
10-02 13:00:00+02:00,7889.927378,2010,80.42,855.4
10-02 14:00:00+02:00,7990.472176,1476.91,91.92,892.2
10-02 15:00:00+02:00,8044.622482,1144.21,94.41,871.4
10-02 16:00:00+02:00,7869.31991,389.02,83.51,801.6
10-02 17:00:00+02:00,7632.425051,0.57,75.8,744.2
10-02 18:00:00+02:00,7591.76803,0.57,112.01,629.6
10-02 19:00:00+02:00,7310.768393,0.57,158.01,592
10-02 20:00:00+02:00,6971.404817,0.57,176.5,476.8
10-02 21:00:00+02:00,6515.965136,0.57,194,357.6
10-02 22:00:00+02:00,6090.244516,0.57,203.5,307.4
10-02 23:00:00+02:00,5762.122299,0.57,185.5,350.6
10-03 00:00:00+02:00,5541.562378,0.57,135.3,318.4
10-03 01:00:00+02:00,5403.416309,0.57,94.81,330
10-03 02:00:00+02:00,5330.294487,0.57,54.5,248
10-03 03:00:00+02:00,5356.452469,0.57,74,241.2
10-03 04:00:00+02:00,5519.713513,0.57,66.5,280.4
10-03 05:00:00+02:00,5765.752626,17.23,67.2,268.8
10-03 06:00:00+02:00,5897.866715,832,59.51,360
10-03 07:00:00+02:00,6173.44494,1548.6,67.51,417.6
10-03 08:00:00+02:00,6489.7606,1958.6,71.62,421.6
10-03 09:00:00+02:00,6802.801639,2182.5,46.33,424.8
10-03 10:00:00+02:00,7101.878669,2297.5,25.93,600
10-03 11:00:00+02:00,7361.887525,2329.4,33.62,647.2
10-03 12:00:00+02:00,7603.999876,2287.2,52.11,785.6
10-03 13:00:00+02:00,7805.812376,1979.4,51.51,879.8
10-03 14:00:00+02:00,7886.284743,1732.2,48.61,878.4
10-03 15:00:00+02:00,7821.409569,1370.5,20.81,865.8
10-03 16:00:00+02:00,7606.346613,369.03,7.93,787.8
10-03 17:00:00+02:00,7378.0531,0.57,68.91,713
10-03 18:00:00+02:00,7338.342512,0.57,13.91,618.8
10-03 19:00:00+02:00,7101.123611,0.57,19.21,551.6
10-03 20:00:00+02:00,6799.447744,0.57,73,466.6
10-03 21:00:00+02:00,6458.505366,0.57,144.6,372.2
10-03 22:00:00+02:00,6093.29206,0.57,188.7,314.2
10-03 23:00:00+02:00,5794.291805,0.57,198,278.2
10-04 00:00:00+02:00,5558.551001,0.57,249.71,248.6
10-04 01:00:00+02:00,5426.230332,0.57,334.4,266.2
10-04 02:00:00+02:00,5321.627345,0.57,465,269
10-04 03:00:00+02:00,5281.122104,0.57,564.11,238.4
10-04 04:00:00+02:00,5304.026492,0.57,596.31,227.8
10-04 05:00:00+02:00,5344.18808,9.05,716.71,350
10-04 06:00:00+02:00,5394.297874,796.41,689.61,430.4
10-04 07:00:00+02:00,5681.768702,1384.2,600.4,475.8
10-04 08:00:00+02:00,6045.229886,1646.01,487.31,558.6
10-04 09:00:00+02:00,6316.122272,1877,440.71,588
10-04 10:00:00+02:00,6615.153712,1941.71,274.5,657
10-04 11:00:00+02:00,6853.422144,2005.5,266.02,666.2
10-04 12:00:00+02:00,7022.586249,2271.5,313.82,661.4
10-04 13:00:00+02:00,7150.044198,1961.1,315.51,649.8
10-04 14:00:00+02:00,7219.337679,1438.51,321.11,679.6
10-04 15:00:00+02:00,7206.210216,1039.01,329.61,784
10-04 16:00:00+02:00,7074.234306,272.06,334.01,698.4
10-04 17:00:00+02:00,7012.41288,0.57,533.01,637.8
10-04 18:00:00+02:00,7025.449455,0.57,237.91,552.8
10-04 19:00:00+02:00,6853.072614,0.57,362.61,571.8
10-04 20:00:00+02:00,6614.977295,0.57,708.3,438
10-04 21:00:00+02:00,6350.102573,0.57,888.1,364.4
10-04 22:00:00+02:00,6068.418788,0.57,1162.4,280.2
10-04 23:00:00+02:00,5828.356425,0.57,1074.2,255.8
10-05 00:00:00+02:00,5640.05043,0.57,967.8,268.8
10-05 01:00:00+02:00,5523.070967,0.57,856.4,244
10-05 02:00:00+02:00,5439.160782,0.57,949.3,264.6
10-05 03:00:00+02:00,5386.821533,0.57,734.4,280
10-05 04:00:00+02:00,5388.068022,0.57,690.4,237.2
10-05 05:00:00+02:00,5237.679584,0.57,773.3,451.8
10-05 06:00:00+02:00,5352.726209,401.26,663.31,503.8
10-05 07:00:00+02:00,5377.610579,607.41,599.51,482.4
10-05 08:00:00+02:00,5910.737159,807.6,565.01,603.4
10-05 09:00:00+02:00,6132.965461,904.01,290.41,633.8
10-05 10:00:00+02:00,6416.651672,1154.9,230.32,770
10-05 11:00:00+02:00,6590.600659,1279.1,192.01,740
10-05 12:00:00+02:00,6756.862139,1204.2,174,742
10-05 13:00:00+02:00,6859.570269,956.1,190,828.4
10-05 14:00:00+02:00,6914.172892,776.1,207.6,843.2
10-05 15:00:00+02:00,6938.657593,564.41,288.6,735
10-05 16:00:00+02:00,6895.612261,73.53,280.3,717
10-05 17:00:00+02:00,6962.505908,0.57,5.12,627.2
10-05 18:00:00+02:00,7018.988667,0.57,9.62,490.6
10-05 19:00:00+02:00,6883.409017,0.57,45.12,490.8
10-05 20:00:00+02:00,6658.798195,0.57,0.04,409
10-05 21:00:00+02:00,6364.284441,0.57,50.81,308
10-05 22:00:00+02:00,6052.964513,0.57,53.21,274
10-05 23:00:00+02:00,5819.958028,0.57,0.63,285.2
10-06 00:00:00+02:00,5645.417123,0.57,44.12,244.8
10-06 01:00:00+02:00,5526.458024,0.57,31.42,260.8
10-06 02:00:00+02:00,5472.598434,0.57,10.82,247.2
10-06 03:00:00+02:00,5514.715459,0.57,5.62,218.8
10-06 04:00:00+02:00,5707.810472,0.57,180.41,221.2
10-06 05:00:00+02:00,5979.866589,0.57,246.71,343.2
10-06 06:00:00+02:00,6126.041123,601.37,342.71,389.2
10-06 07:00:00+02:00,6381.853153,993.05,358.02,453.8
10-06 08:00:00+02:00,6670.061094,1566.8,308.41,611.2
10-06 09:00:00+02:00,6987.48541,1933,96.92,709
10-06 10:00:00+02:00,7252.505152,2208.9,94.52,808.2
10-06 11:00:00+02:00,7449.929329,2250.9,58.42,808
10-06 12:00:00+02:00,7617.743717,2153.8,25.31,820.2
10-06 13:00:00+02:00,7726.39004,1981.8,39.9,829.4
10-06 14:00:00+02:00,7771.57541,1688.9,56.6,810.4
10-06 15:00:00+02:00,7754.8906,786.47,49.1,716.6
10-06 16:00:00+02:00,7493.03912,262,58.4,738.4
10-06 17:00:00+02:00,7377.296716,0.57,77.8,720.4
10-06 18:00:00+02:00,7424.93326,0.57,72.11,644.6
10-06 19:00:00+02:00,7249.010006,0.57,40.11,481.2
10-06 20:00:00+02:00,6946.186926,0.57,27.61,393.6
10-06 21:00:00+02:00,6530.165431,0.57,31.01,294
10-06 22:00:00+02:00,6125.139856,0.57,41.51,263.2
10-06 23:00:00+02:00,5842.06627,0.57,49.3,259
10-07 00:00:00+02:00,5629.015921,0.57,62.6,265.6
10-07 01:00:00+02:00,5492.029466,0.57,74.51,244
10-07 02:00:00+02:00,5425.432944,0.57,71.01,290.8
10-07 03:00:00+02:00,5446.962914,0.57,47.72,254
10-07 04:00:00+02:00,5615.120348,0.57,16.22,257.6
10-07 05:00:00+02:00,5852.210209,0.57,6.2,304
10-07 06:00:00+02:00,5986.687387,822.21,14.51,271.2
10-07 07:00:00+02:00,6298.929833,1569.6,37.7,518.4
10-07 08:00:00+02:00,6630.533566,2017,39.9,533.2
10-07 09:00:00+02:00,6960.50028,2292.8,12.52,736
10-07 10:00:00+02:00,7219.856725,2432.1,0.04,754
10-07 11:00:00+02:00,7404.636274,2519.6,26.81,688.6
10-07 12:00:00+02:00,7548.517514,2469.5,61.82,629.2
10-07 13:00:00+02:00,7643.301662,2306.8,59.62,703.8
10-07 14:00:00+02:00,7685.132576,1999.5,29.42,699.8
10-07 15:00:00+02:00,7631.837364,1370.3,22.92,694
10-07 16:00:00+02:00,7451.72075,374.89,44.92,517.8
10-07 17:00:00+02:00,7346.774021,0.57,450.5,607.4
10-07 18:00:00+02:00,7370.991061,0.57,480.3,613.6
10-07 19:00:00+02:00,7189.197832,0.57,805.4,532
10-07 20:00:00+02:00,6901.282994,0.57,895,411.2
10-07 21:00:00+02:00,6467.083133,0.57,857,391.2
10-07 22:00:00+02:00,6076.835919,0.57,858.2,279.4
10-07 23:00:00+02:00,5804.37638,0.57,508.5,301
10-08 00:00:00+02:00,5605.587594,0.57,464.8,308.6
10-08 01:00:00+02:00,5469.615208,0.57,719.2,294.2
10-08 02:00:00+02:00,5400.865111,0.57,711.8,266
10-08 03:00:00+02:00,5409.306222,0.57,721.9,262.4
10-08 04:00:00+02:00,5585.571266,0.57,835.7,319
10-08 05:00:00+02:00,5841.464645,0.57,934.6,459.8
10-08 06:00:00+02:00,5976.989468,759.34,893.4,440.6
10-08 07:00:00+02:00,6198.793277,1443.01,1250.2,482.8
10-08 08:00:00+02:00,6462.531286,1880.3,1266.8,569
10-08 09:00:00+02:00,6757.379961,2224.9,1017.6,711.2
10-08 10:00:00+02:00,7022.784989,2393.3,641,760
10-08 11:00:00+02:00,7205.174581,2440.4,343.3,741.8
10-08 12:00:00+02:00,7384.696325,2392.6,82.6,729.4
10-08 13:00:00+02:00,7492.747565,2215.9,90.8,733.6
10-08 14:00:00+02:00,7531.111968,1910.3,76.21,735
10-08 15:00:00+02:00,7506.925145,1397.3,51.3,698.4
10-08 16:00:00+02:00,7340.00747,272.86,171.01,574.2
10-08 17:00:00+02:00,7276.526538,0.57,225.91,472
10-08 18:00:00+02:00,7330.325457,0.57,289.31,491.6
10-08 19:00:00+02:00,7151.269955,0.57,472.52,358.8
10-08 20:00:00+02:00,6889.965358,0.57,455.52,335.4
10-08 21:00:00+02:00,6499.588562,0.57,529.12,333.8
10-08 22:00:00+02:00,6124.817588,0.57,518.32,275.6
10-08 23:00:00+02:00,5851.38557,0.57,377.92,307.4
10-09 00:00:00+02:00,5639.844874,0.57,277.41,256.6
10-09 01:00:00+02:00,5509.704379,0.57,140.1,210.4
10-09 02:00:00+02:00,5454.487659,0.57,200.7,204.6
10-09 03:00:00+02:00,5479.629481,0.57,226.7,212.2
10-09 04:00:00+02:00,5648.411041,0.57,258.7,273
10-09 05:00:00+02:00,5953.552631,0.57,218.91,286
10-09 06:00:00+02:00,6083.22308,826.2,187.91,408.8
10-09 07:00:00+02:00,6260.109513,1585.81,248.11,476.8
10-09 08:00:00+02:00,6496.272983,2039.5,241.21,498
10-09 09:00:00+02:00,6718.295526,2324.6,210.2,671.6
10-09 10:00:00+02:00,6880.610882,2479.2,57.31,732.2
10-09 11:00:00+02:00,7001.231349,2516,50.22,737.4
10-09 12:00:00+02:00,7090.317481,2438.3,112.62,733.8
10-09 13:00:00+02:00,7101.474431,1908.41,129.22,737.2
10-09 14:00:00+02:00,6995.685862,1825.31,93.32,754.8
10-09 15:00:00+02:00,6884.197681,1394.2,49.52,754.4
10-09 16:00:00+02:00,6763.323395,260.41,69,754.2
10-09 17:00:00+02:00,6808.685334,0.57,126.11,643
10-09 18:00:00+02:00,6916.079681,0.57,78.41,559.2
10-09 19:00:00+02:00,6779.76369,0.57,221.72,533
10-09 20:00:00+02:00,6549.784133,0.57,356.72,401.2
10-09 21:00:00+02:00,6195.176652,0.57,478.11,319.4
10-09 22:00:00+02:00,5865.496591,0.57,503.2,243.6
10-09 23:00:00+02:00,5604.009932,0.57,751.4,226.4
10-10 00:00:00+02:00,5434.948571,0.57,794.5,272.4
10-10 01:00:00+02:00,5331.175227,0.57,776.8,239.2
10-10 02:00:00+02:00,5295.652638,0.57,784.4,266.8
10-10 03:00:00+02:00,5349.085984,0.57,804.3,286.2
10-10 04:00:00+02:00,5530.834257,0.57,862.4,276
10-10 05:00:00+02:00,5833.840248,0.57,864.2,287.4
10-10 06:00:00+02:00,5925.053248,655.96,876.4,321.4
10-10 07:00:00+02:00,6104.451121,1027.73,900.6,441.8
10-10 08:00:00+02:00,6319.033561,1504,941.3,474.4
10-10 09:00:00+02:00,6548.577614,1875.2,658.3,606.4
10-10 10:00:00+02:00,6693.280429,2171.8,513.4,650.4
10-10 11:00:00+02:00,6794.323901,2448.2,411.9,649.2
10-10 12:00:00+02:00,6888.409174,2423.8,341.11,719
10-10 13:00:00+02:00,6906.366468,2044.5,285.9,731.4
10-10 14:00:00+02:00,6857.839039,1563.2,310.4,732.2
10-10 15:00:00+02:00,6730.806577,1416.71,316.8,721.4
10-10 16:00:00+02:00,6524.28388,254.27,387.9,729.6
10-10 17:00:00+02:00,6544.07509,0.57,279.8,663.2
10-10 18:00:00+02:00,6609.840432,0.57,218.8,470.6
10-10 19:00:00+02:00,6468.5387,0.57,356.8,384
10-10 20:00:00+02:00,6254.227322,0.57,659.8,323.4
10-10 21:00:00+02:00,5942.761026,0.57,752.2,318.4
10-10 22:00:00+02:00,5633.349357,0.57,967.7,282.8
10-10 23:00:00+02:00,5393.948517,0.57,1274.1,292.8
10-11 00:00:00+02:00,5216.21268,0.57,1433,264.6
10-11 01:00:00+02:00,5084.333128,0.57,1478.4,219.2
10-11 02:00:00+02:00,5036.413066,0.57,1367.6,219.4
10-11 03:00:00+02:00,5012.092562,0.57,1289.3,229
10-11 04:00:00+02:00,5064.133311,0.57,1045.3,193
10-11 05:00:00+02:00,5107.017228,0.57,1101.1,232.8
10-11 06:00:00+02:00,5138.62917,820.9,1139.8,310.6
10-11 07:00:00+02:00,5377.341879,1577.7,1059.2,442.6
10-11 08:00:00+02:00,5632.429755,2038.8,952.9,486.4
10-11 09:00:00+02:00,5843.812904,2315.9,463.7,569.4
10-11 10:00:00+02:00,5988.861869,2481.1,264.6,671.8
10-11 11:00:00+02:00,6088.088403,2531.7,29.9,694.8
10-11 12:00:00+02:00,6164.913857,2498,15.2,692
10-11 13:00:00+02:00,6224.444448,2334.3,13.91,698.4
10-11 14:00:00+02:00,6272.350745,2053.9,22.12,686.4
10-11 15:00:00+02:00,6271.859161,1382.9,62.71,684.8
10-11 16:00:00+02:00,6208.793302,226.15,96.52,691.2
10-11 17:00:00+02:00,6315.773372,0.57,86.92,637.4
10-11 18:00:00+02:00,6384.54493,0.57,92.32,525
10-11 19:00:00+02:00,6254.812852,0.57,135.52,494.4
10-11 20:00:00+02:00,6063.502414,0.57,84.52,414.8
10-11 21:00:00+02:00,5813.506109,0.57,57.12,388.2
10-11 22:00:00+02:00,5555.499359,0.57,25.83,275.2
10-11 23:00:00+02:00,5332.05076,0.57,11.93,295.2
10-12 00:00:00+02:00,5154.243062,0.57,14.12,285
10-12 01:00:00+02:00,5037.15314,0.57,57.91,309.8
10-12 02:00:00+02:00,4981.223726,0.57,0.53,295.2
10-12 03:00:00+02:00,4961.314919,0.57,0.13,300.2
10-12 04:00:00+02:00,5001.890496,0.57,32.62,245.4
10-12 05:00:00+02:00,4998.342674,0.57,77.91,295
10-12 06:00:00+02:00,5001.560905,777.11,149.81,358.4
10-12 07:00:00+02:00,5229.861535,1526.1,259.51,406
10-12 08:00:00+02:00,5465.624695,1973.4,288.51,488.4
10-12 09:00:00+02:00,5687.553899,2227.3,207.6,611
10-12 10:00:00+02:00,5861.171363,2368.8,117.22,664.6
10-12 11:00:00+02:00,6006.709799,2412.2,30.52,689.8
10-12 12:00:00+02:00,6125.439657,2395,0.73,712.8
10-12 13:00:00+02:00,6241.270558,2237.1,0.43,721.6
10-12 14:00:00+02:00,6307.477082,1924.6,0.04,740.4
10-12 15:00:00+02:00,6331.208291,1363.5,0.04,730.4
10-12 16:00:00+02:00,6290.127791,218.24,0.04,715.4
10-12 17:00:00+02:00,6437.817983,0.57,6.82,634.8
10-12 18:00:00+02:00,6541.05414,0.57,28.51,626
10-12 19:00:00+02:00,6414.087077,0.57,175.9,461.6
10-12 20:00:00+02:00,6177.529292,0.57,243.6,348.2
10-12 21:00:00+02:00,5870.982895,0.57,507.2,332.4
10-12 22:00:00+02:00,5574.987479,0.57,663.1,234.2
10-12 23:00:00+02:00,5322.017081,0.57,731,258.6
10-13 00:00:00+02:00,5166.375551,0.57,744.1,290.2
10-13 01:00:00+02:00,5076.038837,0.57,711.7,197
10-13 02:00:00+02:00,5049.910706,0.57,706.1,207.4
10-13 03:00:00+02:00,5105.392081,0.57,866.2,205.8
10-13 04:00:00+02:00,5292.929074,0.57,836.7,235.8
10-13 05:00:00+02:00,5587.827951,0.57,929.1,213
10-13 06:00:00+02:00,5723.358265,760.33,1164.8,319.4
10-13 07:00:00+02:00,5933.660437,1477,1350.3,307.4
10-13 08:00:00+02:00,6121.426297,1664.21,1341.2,468.6
10-13 09:00:00+02:00,6342.10327,1905.91,1203.3,520.4
10-13 10:00:00+02:00,6489.329901,2348.3,1261.5,646.4
10-13 11:00:00+02:00,6581.828355,2508.8,1087.3,760
10-13 12:00:00+02:00,6692.539885,2104.31,939.2,726
10-13 13:00:00+02:00,6742.247454,2012,1038.5,767.4
10-13 14:00:00+02:00,6776.005936,1927.9,1295.7,807
10-13 15:00:00+02:00,6754.709782,1327.41,1701,820.8
10-13 16:00:00+02:00,6628.862156,200.71,1812.4,819.4
10-13 17:00:00+02:00,6695.891254,0.57,814.1,647.6
10-13 18:00:00+02:00,6765.275735,0.57,643.3,679.8
10-13 19:00:00+02:00,6611.73565,0.57,1214.1,534
10-13 20:00:00+02:00,6139.771517,0.57,1440.8,418
10-13 21:00:00+02:00,5975.169582,0.57,1411.9,384.4
10-13 22:00:00+02:00,5635.563394,0.57,1335.3,291.2
10-13 23:00:00+02:00,5405.817589,0.57,1144.3,261.8
10-14 00:00:00+02:00,5236.829886,0.57,1088,285
10-14 01:00:00+02:00,5158.180638,0.57,1091.1,191.8
10-14 02:00:00+02:00,5117.80163,0.57,962.2,233.4
10-14 03:00:00+02:00,5158.68498,0.57,788.2,234.2
10-14 04:00:00+02:00,5341.16364,0.57,784.3,235.8
10-14 05:00:00+02:00,5643.763424,0.57,650.2,259.8
10-14 06:00:00+02:00,5750.964551,760.42,577.9,285.2
10-14 07:00:00+02:00,5910.976953,1301.91,367.9,446.2
10-14 08:00:00+02:00,6091.115698,1920.4,229.2,523
10-14 09:00:00+02:00,6281.81958,1983.51,189.01,559.2
10-14 10:00:00+02:00,6446.848696,2150.71,56.31,696.8
10-14 11:00:00+02:00,6579.725192,2179.11,25.11,766.6
10-14 12:00:00+02:00,6705.26375,2148.81,15.42,772.4
10-14 13:00:00+02:00,6782.286922,1985.41,5.2,752
10-14 14:00:00+02:00,6798.695144,1683.91,10.41,746.8
10-14 15:00:00+02:00,6741.159731,1218.8,14.32,748.4
10-14 16:00:00+02:00,6603.446518,194.14,2.23,723.4
10-14 17:00:00+02:00,6678.497747,0.57,17.12,721.6
10-14 18:00:00+02:00,6743.787991,0.57,11.52,639.8
10-14 19:00:00+02:00,6593.934131,0.57,19.81,536.2
10-14 20:00:00+02:00,6341.92904,0.57,66.2,550.8
10-14 21:00:00+02:00,5962.006561,0.57,59.5,495.6
10-14 22:00:00+02:00,5604.533557,0.57,14.92,396
10-14 23:00:00+02:00,5363.025711,0.57,16.42,284
10-15 00:00:00+02:00,5194.432041,0.57,3.33,302.8
10-15 01:00:00+02:00,5103.390919,0.57,5.51,298.4
10-15 02:00:00+02:00,5059.046622,0.57,3.03,373.6
10-15 03:00:00+02:00,5122.971557,0.57,4.03,370.8
10-15 04:00:00+02:00,5292.844026,0.57,4.23,368.8
10-15 05:00:00+02:00,5578.653438,0.57,2.23,294.8
10-15 06:00:00+02:00,5664.991222,800.91,0.04,290.8
10-15 07:00:00+02:00,5850.498163,1519.6,0.52,336
10-15 08:00:00+02:00,6062.522995,1750.81,3.22,416
10-15 09:00:00+02:00,6253.400507,2240.1,3.72,587.8
10-15 10:00:00+02:00,6422.070651,2472.3,0.42,616.8
10-15 11:00:00+02:00,6579.716294,2484.1,0.33,770.8
10-15 12:00:00+02:00,6720.941601,2421.1,0.13,771.2
10-15 13:00:00+02:00,6836.509414,2248.3,0.04,792.2
10-15 14:00:00+02:00,6880.542768,1970.7,1.13,790.8
10-15 15:00:00+02:00,6844.645969,1317.4,1.53,796
10-15 16:00:00+02:00,6709.943949,163.65,3.53,838.2
10-15 17:00:00+02:00,6728.704598,0.57,11.73,833.6
10-15 18:00:00+02:00,6775.37876,0.57,7.83,799.4
10-15 19:00:00+02:00,6598.329886,0.57,8.63,648.4
10-15 20:00:00+02:00,6322.393484,0.57,6.93,462.2
10-15 21:00:00+02:00,5930.883688,0.57,4.53,365.6
10-15 22:00:00+02:00,5564.880754,0.57,2.82,261.6
10-15 23:00:00+02:00,5327.437658,0.57,11.43,297.2
10-16 00:00:00+02:00,5180.306462,0.57,14.03,273.4
10-16 01:00:00+02:00,5091.485487,0.57,18.83,255.8
10-16 02:00:00+02:00,5050.897966,0.57,23.13,352.6
10-16 03:00:00+02:00,5109.033385,0.57,18.13,355.4
10-16 04:00:00+02:00,5286.028303,0.57,12.22,338.6
10-16 05:00:00+02:00,5565.435869,0.57,5.73,376.2
10-16 06:00:00+02:00,5658.832309,782.51,7.02,382.8
10-16 07:00:00+02:00,5856.304204,1488.5,23.91,442.2
10-16 08:00:00+02:00,6059.862589,2034.3,23.51,549
10-16 09:00:00+02:00,6280.115463,2320.1,31.61,775.6
10-16 10:00:00+02:00,6432.965577,2455.2,3.63,769
10-16 11:00:00+02:00,6567.159205,2480.9,4.73,769.6
10-16 12:00:00+02:00,6722.105189,2415,8.03,779.2
10-16 13:00:00+02:00,6848.898661,2251.6,7.23,758.8
10-16 14:00:00+02:00,6900.788224,1917.1,8.23,760.8
10-16 15:00:00+02:00,6868.825029,1296.9,17.61,772.2
10-16 16:00:00+02:00,6732.596271,147.19,15.81,761
10-16 17:00:00+02:00,6786.072328,0.57,4.13,671.4
10-16 18:00:00+02:00,6794.198248,0.57,1.73,580
10-16 19:00:00+02:00,6617.828383,0.57,0.82,415.2
10-16 20:00:00+02:00,6355.827704,0.57,4.21,402
10-16 21:00:00+02:00,5985.636459,0.57,31,329.8
10-16 22:00:00+02:00,5625.791876,0.57,59.21,327
10-16 23:00:00+02:00,5380.820722,0.57,55.91,312.2
10-17 00:00:00+02:00,5219.634166,0.57,51.01,323.8
10-17 01:00:00+02:00,5120.707349,0.57,47.51,312
10-17 02:00:00+02:00,5090.065861,0.57,51.71,310.2
10-17 03:00:00+02:00,5135.590892,0.57,24.01,316.2
10-17 04:00:00+02:00,5324.591249,0.57,88.41,268
10-17 05:00:00+02:00,5594.805962,0.57,139.21,320.2
10-17 06:00:00+02:00,5717.126582,698.82,111.72,316.6
10-17 07:00:00+02:00,5877.44025,1240.6,86.32,475.4
10-17 08:00:00+02:00,6069.252776,1704.2,56.31,506.2
10-17 09:00:00+02:00,6262.496465,1916.8,8.91,638.6
10-17 10:00:00+02:00,6409.090078,2099.4,50.93,752
10-17 11:00:00+02:00,6520.140621,1927.3,59.72,740.4
10-17 12:00:00+02:00,6635.521781,1922,52.42,722.4
10-17 13:00:00+02:00,6660.58081,1660.7,33.43,738.6
10-17 14:00:00+02:00,6617.890953,1221.72,0.04,734
10-17 15:00:00+02:00,6547.964114,681.32,24.52,741.4
10-17 16:00:00+02:00,6470.353183,21.32,0.04,739.4
10-17 17:00:00+02:00,6603.77155,0.57,0.33,743
10-17 18:00:00+02:00,6615.485702,0.57,2.33,657.4
10-17 19:00:00+02:00,6452.951968,0.57,0.04,609.4
10-17 20:00:00+02:00,6270.67973,0.57,0.83,569.4
10-17 21:00:00+02:00,5976.680397,0.57,22.82,412
10-17 22:00:00+02:00,5701.637163,0.57,35.42,262.2
10-17 23:00:00+02:00,5473.221092,0.57,42.02,280
10-18 00:00:00+02:00,5290.732697,0.57,7.13,271.6
10-18 01:00:00+02:00,5190.61138,0.57,16.53,317.8
10-18 02:00:00+02:00,5132.737793,0.57,14.33,269.4
10-18 03:00:00+02:00,5127.399523,0.57,6.33,258.4
10-18 04:00:00+02:00,5186.370295,0.57,19.03,263.4
10-18 05:00:00+02:00,5287.33393,0.57,39.63,297
10-18 06:00:00+02:00,5336.890662,315.05,50.22,412
10-18 07:00:00+02:00,5569.234911,800.89,4.83,401.4
10-18 08:00:00+02:00,5716.296064,1238.91,0.04,509
10-18 09:00:00+02:00,5797.745107,1429.6,0.04,541.6
10-18 10:00:00+02:00,5868.837484,1454.7,0.04,617
10-18 11:00:00+02:00,5873.916229,1587.4,0.04,631.4
10-18 12:00:00+02:00,5878.419404,1605.6,2.82,668.4
10-18 13:00:00+02:00,5865.07985,1421.8,13.52,718.8
10-18 14:00:00+02:00,5855.658812,1158.24,25.01,697
10-18 15:00:00+02:00,5806.454791,662.47,32.11,692.6
10-18 16:00:00+02:00,5792.818572,92.95,52.31,686.8
10-18 17:00:00+02:00,6050.712151,0.57,45.63,639.6
10-18 18:00:00+02:00,6114.432459,0.57,66.13,602.2
10-18 19:00:00+02:00,6013.868605,0.57,148.72,443.4
10-18 20:00:00+02:00,5862.4996,0.57,246.52,421.2
10-18 21:00:00+02:00,5645.814463,0.57,284.61,339.2
10-18 22:00:00+02:00,5417.749941,0.57,770.8,310.6
10-18 23:00:00+02:00,5240.838315,0.57,1284.7,293.6
10-19 00:00:00+02:00,5077.334354,0.57,1563.3,296
10-19 01:00:00+02:00,4988.763269,0.57,1925.9,311.6
10-19 02:00:00+02:00,4935.30798,0.57,2063,306
10-19 03:00:00+02:00,4929.889939,0.57,2256,299.6
10-19 04:00:00+02:00,4960.562277,0.57,2010.2,389.6
10-19 05:00:00+02:00,4996.046257,0.57,1806.5,432
10-19 06:00:00+02:00,4993.740883,593.04,2203.9,392.8
10-19 07:00:00+02:00,5168.382712,1163.5,2305.7,396.2
10-19 08:00:00+02:00,5356.304342,1512.8,2241.1,496.4
10-19 09:00:00+02:00,5512.365082,1791,1778,635.4
10-19 10:00:00+02:00,5609.429579,2143.4,2111.7,648.8
10-19 11:00:00+02:00,5671.945319,2308,1909.2,654.4
10-19 12:00:00+02:00,5721.823384,2282,1710.3,744
10-19 13:00:00+02:00,5763.265379,2136.4,1440.6,755.8
10-19 14:00:00+02:00,5802.985807,1831.1,1695,765.6
10-19 15:00:00+02:00,5831.340739,1228.8,2113,752.6
10-19 16:00:00+02:00,5873.863417,85.34,1927.8,695.2
10-19 17:00:00+02:00,6154.821591,0.57,1409,655.6
10-19 18:00:00+02:00,6226.81843,0.57,1206.8,527.8
10-19 19:00:00+02:00,6122.601659,0.57,1581,510.4
10-19 20:00:00+02:00,5921.372585,0.57,2024.9,401.6
10-19 21:00:00+02:00,5663.469274,0.57,2294,319
10-19 22:00:00+02:00,5380.259766,0.57,2356.4,287.2
10-19 23:00:00+02:00,5188.582707,0.57,2469.7,286.8
10-20 00:00:00+02:00,5051.449405,0.57,2460.7,274.8
10-20 01:00:00+02:00,4974.892558,0.57,2446,279.8
10-20 02:00:00+02:00,4965.911748,0.57,2362.7,229.4
10-20 03:00:00+02:00,5026.024914,0.57,2153.4,224.2
10-20 04:00:00+02:00,5227.440032,0.57,2044,335.8
10-20 05:00:00+02:00,5524.961795,0.57,1948.9,430.6
10-20 06:00:00+02:00,5636.292245,672.21,1928.4,454.4
10-20 07:00:00+02:00,5790.970432,1223.72,1853.2,508.2
10-20 08:00:00+02:00,5967.453639,1629.4,1593.8,591.4
10-20 09:00:00+02:00,6127.228822,1856.2,1289.9,586.8
10-20 10:00:00+02:00,6244.977741,2155.8,1171.9,654.8
10-20 11:00:00+02:00,6301.364618,2295.1,707.6,659.2
10-20 12:00:00+02:00,6370.718409,2276.8,589,673.2
10-20 13:00:00+02:00,6407.661824,2139.7,515.9,656.2
10-20 14:00:00+02:00,6425.242858,1811.9,379.8,661.4
